METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52156;"{""type"": ""Point"", ""coordinates"": [-123.17492566697453, 49.26426797144718]}";Kitsilano;303111
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50152;"{""type"": ""Point"", ""coordinates"": [-123.17527112237167, 49.2642738435145]}";Kitsilano;303117
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;3 Hr;;No;64763;"{""type"": ""Point"", ""coordinates"": [-123.13375764023856, 49.27590678138041]}";Downtown;350920
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61392;"{""type"": ""Point"", ""coordinates"": [-123.12357080279762, 49.27358716513447]}";Downtown;321241
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62669;"{""type"": ""Point"", ""coordinates"": [-123.1219929846399, 49.273731271602706]}";Downtown;321214
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65958;"{""type"": ""Point"", ""coordinates"": [-123.12598981294852, 49.278673589038895]}";Downtown;621105
Single / Disability;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54329;"{""type"": ""Point"", ""coordinates"": [-123.0692455979457, 49.27390192502144]}";Grandview-Woodland;451702
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50656;"{""type"": ""Point"", ""coordinates"": [-123.14721651607202, 49.27075018665582]}";Kitsilano;B11829
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50715;"{""type"": ""Point"", ""coordinates"": [-123.15316507995921, 49.26117399427388]}";Kitsilano;772721
Twin Bay Single;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64342;"{""type"": ""Point"", ""coordinates"": [-123.12333457778061, 49.285500618363365]}";West End;650702
Twin Bay Single;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64329;"{""type"": ""Point"", ""coordinates"": [-123.12390997266645, 49.285120595398546]}";West End;650712
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50897;"{""type"": ""Point"", ""coordinates"": [-123.10026790529486, 49.26454983682628]}";Mount Pleasant;A70208
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62535;"{""type"": ""Point"", ""coordinates"": [-123.12248133356918, 49.27360306824204]}";Downtown;321226
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52728;"{""type"": ""Point"", ""coordinates"": [-123.15543206497846, 49.2357572858009]}";Arbutus-Ridge;935520
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64836;"{""type"": ""Point"", ""coordinates"": [-123.09796792855518, 49.28139572777231]}";Strathcona;070231
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62199;"{""type"": ""Point"", ""coordinates"": [-123.09779845757767, 49.28139188646638]}";Strathcona;070233
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50608;"{""type"": ""Point"", ""coordinates"": [-123.14634018365538, 49.27061547239834]}";Kitsilano;B11814
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50220;"{""type"": ""Point"", ""coordinates"": [-123.17337848482067, 49.26424123096359]}";Kitsilano;303027
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52963;"{""type"": ""Point"", ""coordinates"": [-123.10206632367276, 49.26377516026095]}";Mount Pleasant;A80117
Single;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65310;"{""type"": ""Point"", ""coordinates"": [-123.10643558615368, 49.27945440070532]}";Downtown;400028
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65302;"{""type"": ""Point"", ""coordinates"": [-123.10674533760563, 49.279505207601815]}";Downtown;400036
Twin;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61878;"{""type"": ""Point"", ""coordinates"": [-123.10099703821706, 49.27944224538589]}";Downtown;410120
Single / Disability;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51915;"{""type"": ""Point"", ""coordinates"": [-123.14283190165273, 49.27056112381717]}";Fairview;B11634
Twin;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50943;"{""type"": ""Point"", ""coordinates"": [-123.15718825896509, 49.23467082864698]}";Arbutus-Ridge;K12129
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54410;"{""type"": ""Point"", ""coordinates"": [-123.1081471383378, 49.2629928295432]}";Mount Pleasant;300128
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61821;"{""type"": ""Point"", ""coordinates"": [-123.09984147770265, 49.28018636846126]}";Downtown;510503
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50143;"{""type"": ""Point"", ""coordinates"": [-123.14084118187708, 49.2639650471476]}";Fairview;892416
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62172;"{""type"": ""Point"", ""coordinates"": [-123.09864923989149, 49.27939315401582]}";Strathcona;410216
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50881;"{""type"": ""Point"", ""coordinates"": [-123.17692164428482, 49.264136426796384]}";Kitsilano;303222
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52571;"{""type"": ""Point"", ""coordinates"": [-123.11982836029186, 49.26253503503142]}";Fairview;812516
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50543;"{""type"": ""Point"", ""coordinates"": [-123.11984279480276, 49.26213896102615]}";Fairview;812604
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51114;"{""type"": ""Point"", ""coordinates"": [-123.13471732793455, 49.26344921540792]}";Fairview;301318
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;65204;"{""type"": ""Point"", ""coordinates"": [-123.12339648565347, 49.277621261477684]}";Downtown;601098
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51698;"{""type"": ""Point"", ""coordinates"": [-123.12108164506483, 49.26340923199397]}";Fairview;300723
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51610;"{""type"": ""Point"", ""coordinates"": [-123.20865875318077, 49.26390007616607]}";West Point Grey;D04453
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51723;"{""type"": ""Point"", ""coordinates"": [-123.20630974161269, 49.26370912533708]}";West Point Grey;D04402
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54136;"{""type"": ""Point"", ""coordinates"": [-123.17702540887518, 49.26430311999337]}";Kitsilano;303219
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53196;"{""type"": ""Point"", ""coordinates"": [-123.1775221879011, 49.264310768308384]}";Kitsilano;303231
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51495;"{""type"": ""Point"", ""coordinates"": [-123.12973430658691, 49.26336814126387]}";Fairview;301112
Twin Bay Single;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;62549;"{""type"": ""Point"", ""coordinates"": [-123.115828712522, 49.27313043993898]}";Downtown;341022
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51155;"{""type"": ""Point"", ""coordinates"": [-123.15637106630906, 49.26379382751028]}";Kitsilano;302222
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54537;"{""type"": ""Point"", ""coordinates"": [-123.16576180788657, 49.26411577213598]}";Kitsilano;302617
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54242;"{""type"": ""Point"", ""coordinates"": [-123.16523277343508, 49.263943381139974]}";Kitsilano;302610
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51970;"{""type"": ""Point"", ""coordinates"": [-123.14071323881383, 49.26938580225368]}";Fairview;891806
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50346;"{""type"": ""Point"", ""coordinates"": [-123.1407270538761, 49.269023368863074]}";Fairview;891818
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51173;"{""type"": ""Point"", ""coordinates"": [-123.14091019215553, 49.269037358079004]}";Fairview;891813
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63230;"{""type"": ""Point"", ""coordinates"": [-123.12924707659897, 49.277797080910446]}";Downtown;631231
Single;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65157;"{""type"": ""Point"", ""coordinates"": [-123.11893682496287, 49.28057177019842]}";Downtown;600802
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54398;"{""type"": ""Point"", ""coordinates"": [-123.10082066258876, 49.26232684729812]}";Mount Pleasant;512512
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;67207;"{""type"": ""Point"", ""coordinates"": [-123.11045706539096, 49.279127798398484]}";Downtown;270610C
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53824;"{""type"": ""Point"", ""coordinates"": [-123.1159501169053, 49.2555800790568]}";South Cambie;253312
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64870;"{""type"": ""Point"", ""coordinates"": [-123.12680876990626, 49.28718704173304]}";West End;201220
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61924;"{""type"": ""Point"", ""coordinates"": [-123.1285543289447, 49.28851397832534]}";West End;201329
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54770;"{""type"": ""Point"", ""coordinates"": [-123.11762796822764, 49.26164110348005]}";Fairview;802619
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53296;"{""type"": ""Point"", ""coordinates"": [-123.11975460742795, 49.264431750849795]}";Fairview;812314
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54171;"{""type"": ""Point"", ""coordinates"": [-123.15286054417123, 49.263066009444046]}";Kitsilano;772520
Twin Bay Single;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61014;"{""type"": ""Point"", ""coordinates"": [-123.12459525206822, 49.28483856147039]}";West End;650725
Twin;$7.00;$6.00;$7.00;$6.00;$7.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52777;"{""type"": ""Point"", ""coordinates"": [-123.11279066945654, 49.26357588477625]}";Mount Pleasant;792404
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52388;"{""type"": ""Point"", ""coordinates"": [-123.14339703862511, 49.26596594524204]}";Fairview;902205
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54048;"{""type"": ""Point"", ""coordinates"": [-123.14329125597614, 49.26403912352168]}";Fairview;902412
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54640;"{""type"": ""Point"", ""coordinates"": [-123.14345040009796, 49.264269293296245]}";Fairview;902407
Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52195;"{""type"": ""Point"", ""coordinates"": [-123.06978952268008, 49.26738645995226]}";Grandview-Woodland;6C1909
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51740;"{""type"": ""Point"", ""coordinates"": [-123.06979565822104, 49.26708789659588]}";Grandview-Woodland;6C1919
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53415;"{""type"": ""Point"", ""coordinates"": [-123.20412480895887, 49.26382930520208]}";West Point Grey;D04319
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54393;"{""type"": ""Point"", ""coordinates"": [-123.2044612738836, 49.26383471008757]}";West Point Grey;D04325
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52522;"{""type"": ""Point"", ""coordinates"": [-123.16476530686674, 49.26379217360514]}";Kitsilano;2M2501
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54623;"{""type"": ""Point"", ""coordinates"": [-123.16476907866547, 49.2636824446673]}";Kitsilano;2M2507
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61382;"{""type"": ""Point"", ""coordinates"": [-123.1228650246709, 49.2754301146277]}";Downtown;581140
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50124;"{""type"": ""Point"", ""coordinates"": [-123.11504386314131, 49.25459349878285]}";Riley Park;563404
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62256;"{""type"": ""Point"", ""coordinates"": [-123.09837316361198, 49.27861392991292]}";Strathcona;420221
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64633;"{""type"": ""Point"", ""coordinates"": [-123.12125343183118, 49.27667190253801]}";Downtown;581031
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66075;"{""type"": ""Point"", ""coordinates"": [-123.12544776638029, 49.281687573401506]}";West End;640911
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52473;"{""type"": ""Point"", ""coordinates"": [-123.14334520371656, 49.267336698607885]}";Fairview;902009
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66074;"{""type"": ""Point"", ""coordinates"": [-123.12580108801787, 49.28145394429493]}";West End;640921
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52624;"{""type"": ""Point"", ""coordinates"": [-123.14331955380479, 49.26327413595527]}";Fairview;902508
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51121;"{""type"": ""Point"", ""coordinates"": [-123.14820198876635, 49.263996678293886]}";Kitsilano;912417
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52034;"{""type"": ""Point"", ""coordinates"": [-123.1480568786054, 49.26336495097018]}";Kitsilano;912506
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61769;"{""type"": ""Point"", ""coordinates"": [-123.12404929598569, 49.28401423740579]}";West End;121032
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64067;"{""type"": ""Point"", ""coordinates"": [-123.12385906461688, 49.27972259906285]}";Downtown;140718
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50891;"{""type"": ""Point"", ""coordinates"": [-123.14639499502003, 49.27116029599708]}";Kitsilano;941608
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53223;"{""type"": ""Point"", ""coordinates"": [-123.1425572824367, 49.268808748576085]}";Fairview;B31634
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51230;"{""type"": ""Point"", ""coordinates"": [-123.14457640006114, 49.268841231085965]}";Fairview;B31724
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50540;"{""type"": ""Point"", ""coordinates"": [-123.16637892079567, 49.2638174315788]}";Kitsilano;3M2504
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62060;"{""type"": ""Point"", ""coordinates"": [-123.09850522413299, 49.27849136599176]}";Strathcona;420216
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53593;"{""type"": ""Point"", ""coordinates"": [-123.15464626078635, 49.23364117249986]}";Kerrisdale;K22055
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52858;"{""type"": ""Point"", ""coordinates"": [-123.14027287793233, 49.26616128822961]}";Fairview;B61524
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54674;"{""type"": ""Point"", ""coordinates"": [-123.1531584219458, 49.23464838333447]}";Shaughnessy;K12015
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61065;"{""type"": ""Point"", ""coordinates"": [-123.10701760064613, 49.28263353288655]}";Downtown;540305
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63175;"{""type"": ""Point"", ""coordinates"": [-123.12445199787383, 49.280275768294864]}";Downtown;140813
